Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,SalaryPerYear,SatisfactionScore,DistanceIncomeRatio
50,0,1,4,1,1,1,2,0,19144,3,2,10,1740.3636363636363,1.6666666666666667,0.20894274968658588
53,0,1,3,4,3,3,3,1,17584,3,2,5,2930.6666666666665,2.6666666666666665,0.17060964513193813
42,0,2,1,1,1,2,3,1,4907,1,3,20,233.66666666666666,2.6666666666666665,0.2037905033625433
29,0,2,2,2,1,2,4,2,4554,1,2,10,414.0,2.6666666666666665,0.43917435221783047
55,0,1,20,2,5,2,4,1,5415,3,3,10,492.27272727272725,3.0,3.693444136657433
26,0,1,11,2,3,1,1,1,4741,1,3,5,790.1666666666666,1.6666666666666667,2.320185614849188
37,0,1,1,3,1,4,4,2,2115,1,3,17,117.5,3.6666666666666665,0.47281323877068554
44,1,1,24,3,1,4,3,0,3161,3,1,1,1580.5,2.6666666666666665,7.592534008225245
38,0,1,23,4,1,4,4,0,5745,9,3,2,1915.0,3.6666666666666665,4.003481288076588
26,1,1,16,4,3,1,2,0,2373,2,3,3,593.25,2.0,6.742520016856299
28,0,1,8,2,1,4,4,2,3310,1,3,5,551.6666666666666,3.6666666666666665,2.416918429003021
49,0,1,10,4,1,3,1,2,18665,9,3,3,4666.25,2.3333333333333335,0.5357621216180016
36,0,1,3,3,5,3,2,2,4485,4,3,8,498.3333333333333,2.6666666666666665,0.6688963210702341
31,0,2,5,3,2,4,2,0,2789,1,2,2,929.6666666666666,2.6666666666666665,1.7927572606669055
26,1,2,4,4,2,4,4,2,5828,1,3,8,647.5555555555555,3.6666666666666665,0.6863417982155113
37,0,1,9,3,3,2,4,1,2326,1,2,4,465.2,2.6666666666666665,3.869303525365434
42,0,2,26,3,2,3,2,1,13525,5,4,20,644.047619047619,3.0,1.922365988909427
18,1,1,3,3,1,3,3,2,1420,1,3,0,1420.0,3.0,2.1126760563380285
35,0,2,16,3,2,3,2,1,8020,0,2,11,668.3333333333334,2.3333333333333335,1.9950124688279303
36,0,1,18,4,1,3,4,1,3688,4,3,1,1844.0,3.3333333333333335,4.880694143167028
51,0,1,2,3,3,4,2,0,5482,5,3,4,1096.4,3.0,0.36483035388544327
41,0,2,2,4,1,4,2,2,16015,1,3,22,696.304347826087,3.0,0.12488292226038089
18,0,2,10,3,3,4,3,2,1200,1,3,0,1200.0,3.3333333333333335,8.333333333333334
28,0,1,16,2,3,2,1,2,5661,0,3,8,629.0,2.0,2.826355767532238
31,0,2,7,3,5,2,4,1,6929,4,2,8,769.8888888888889,2.6666666666666665,1.010246788858421
39,0,1,1,3,3,3,4,0,9613,0,2,18,505.94736842105266,3.0,0.1040257983980027
36,0,1,24,4,1,2,2,1,5674,7,3,9,567.4,2.3333333333333335,4.229820232640113
32,0,2,7,3,1,4,3,1,5484,1,2,13,391.7142857142857,3.0,1.2764405543398978
38,0,1,25,2,1,1,2,1,12061,3,3,10,1096.4545454545455,2.0,2.072796617195921
58,0,1,1,4,1,4,3,0,5660,2,3,5,943.3333333333334,3.3333333333333335,0.17667844522968199
31,0,1,5,4,5,3,4,1,4821,0,3,5,803.5,3.3333333333333335,1.0371292263015972
31,0,0,2,3,0,1,1,1,6410,3,3,2,2136.6666666666665,1.6666666666666667,0.31201248049922
45,0,1,7,3,1,1,1,0,5210,1,3,24,208.4,1.6666666666666667,1.3435700575815739
31,0,1,2,4,1,3,4,0,2695,0,1,2,898.3333333333334,2.6666666666666665,0.7421150278293136
33,0,1,5,4,1,4,2,1,11878,6,3,10,1079.8181818181818,3.0,0.42094628725374644
39,0,1,10,1,3,3,1,1,17068,1,3,21,775.8181818181819,2.3333333333333335,0.5858917272088118
43,0,1,10,4,1,3,4,2,2455,0,3,8,272.77777777777777,3.3333333333333335,4.0733197556008145
49,0,1,1,2,5,3,3,2,13964,7,3,7,1745.5,3.0,0.07161271841879117
52,1,1,8,4,3,3,2,1,4941,2,2,8,549.0,2.3333333333333335,1.6191054442420563
27,0,1,5,3,1,3,2,2,2478,1,2,4,495.6,2.3333333333333335,2.0177562550443904
32,0,2,8,2,5,3,2,1,5228,1,3,13,373.42857142857144,2.6666666666666665,1.5302218821729152
27,0,2,2,3,1,4,3,2,4478,1,3,5,746.3333333333334,3.3333333333333335,0.44662795891022783
31,0,2,7,3,2,4,4,0,7547,4,3,7,943.375,3.6666666666666665,0.9275208692195575
32,0,1,2,4,3,1,4,2,5055,7,2,7,631.875,2.3333333333333335,0.39564787339268054
28,1,1,2,4,3,1,4,1,3464,5,2,3,866.0,2.3333333333333335,0.5773672055427251
30,0,1,28,2,3,4,4,1,5775,1,3,10,525.0,3.6666666666666665,4.848484848484849
31,0,1,7,2,1,3,3,1,8943,1,3,10,813.0,3.0,0.7827351000782735
39,0,1,7,2,3,3,4,1,19272,1,3,21,876.0,3.3333333333333335,0.3632212536322126
39,1,2,3,2,3,4,3,1,5238,4,2,1,2619.0,3.0,0.572737686139748
33,0,2,10,3,2,2,4,2,4682,3,2,7,585.25,2.6666666666666665,2.135839384878257
47,0,1,5,5,1,4,3,1,18300,4,3,3,4575.0,3.3333333333333335,0.27322404371584696
43,0,1,10,4,1,3,3,0,5257,1,4,9,525.7,3.3333333333333335,1.9022256039566294
27,0,2,1,1,2,3,2,1,6349,0,3,5,1058.1666666666667,2.6666666666666665,0.1575051189163648
54,0,1,20,4,1,4,3,2,4869,3,2,4,973.8,3.0,4.1076196344218525
43,0,1,7,3,1,3,1,1,9985,8,2,1,4992.5,2.0,0.7010515773660491
45,0,1,8,4,4,4,4,1,3697,9,3,10,336.09090909090907,3.6666666666666665,2.1639166892074653
40,0,2,1,2,3,2,4,1,7457,2,2,4,1491.4,2.6666666666666665,0.1341021858656296
29,1,1,8,4,4,2,1,1,2119,1,2,7,264.875,1.6666666666666667,3.775365738555922
29,0,1,9,5,4,2,4,2,3983,0,3,3,995.75,3.0,2.2596033140848606
30,0,2,5,3,2,4,3,0,6118,1,3,10,556.1818181818181,3.3333333333333335,0.8172605426610002
27,0,2,8,4,2,2,2,1,6214,1,3,8,690.4444444444445,2.3333333333333335,1.2874155133569358
37,0,1,5,2,3,4,4,0,6347,7,2,6,906.7142857142857,3.3333333333333335,0.7877737513786041
38,0,1,15,2,1,3,4,0,11510,0,3,11,959.1666666666666,3.3333333333333335,1.3032145960034753
31,0,1,7,4,3,3,4,2,7143,1,2,11,595.25,3.0,0.9799804003919922
29,0,2,10,1,2,4,2,0,8268,1,3,7,1033.5,3.0,1.209482341557813
35,0,1,5,4,5,3,2,2,8095,0,3,16,476.1764705882353,2.6666666666666665,0.6176652254478072
23,0,1,26,1,1,3,4,0,2904,1,2,4,580.8,3.0,8.953168044077135
41,0,1,6,3,3,4,2,2,6032,6,3,5,1005.3333333333334,3.0,0.9946949602122016
47,0,2,4,1,3,2,3,2,2976,3,3,0,2976.0,2.6666666666666665,1.3440860215053763
42,0,1,23,5,1,1,4,2,15992,2,3,1,7996.0,2.6666666666666665,1.4382191095547774
29,0,2,2,3,1,4,3,1,4649,1,2,4,929.8,3.0,0.4302000430200043
42,0,0,2,1,5,3,3,0,2696,0,3,3,674.0,3.0,0.7418397626112759
32,0,1,2,3,3,3,2,1,2370,1,3,8,263.3333333333333,2.6666666666666665,0.8438818565400843
48,0,2,29,1,3,1,3,1,12504,3,1,0,12504.0,1.6666666666666667,2.3192578374920028
37,0,1,6,3,3,3,1,0,5974,4,3,7,746.75,2.3333333333333335,1.004352192835621
30,0,2,25,2,5,4,3,1,4736,7,4,2,1578.6666666666667,3.6666666666666665,5.278716216216217
26,0,2,1,3,1,3,3,1,5296,1,3,8,588.4444444444445,3.0,0.188821752265861
42,0,1,2,4,4,1,4,2,6781,3,3,1,3390.5,2.6666666666666665,0.2949417490045716
21,1,2,1,1,5,1,2,2,2174,1,3,3,543.5,2.0,0.45998160073597055
36,0,2,1,5,3,4,4,2,6653,4,3,1,3326.5,3.6666666666666665,0.15030813166992335
36,0,2,3,4,3,1,4,1,9699,4,3,13,692.7857142857143,2.6666666666666665,0.3093102381688834
57,0,1,1,4,3,4,3,1,6755,2,3,3,1688.75,3.3333333333333335,0.14803849000740193
40,0,1,10,4,1,4,3,1,2213,3,3,7,276.625,3.3333333333333335,4.518752824220515
21,0,2,9,2,3,1,4,2,2610,1,2,3,652.5,2.3333333333333335,3.4482758620689657
33,1,2,5,3,2,4,3,2,2851,1,3,1,1425.5,3.3333333333333335,1.75377060680463
37,0,1,10,3,3,3,1,1,3452,6,3,5,575.3333333333334,2.3333333333333335,2.8968713789107765
46,0,1,7,4,3,3,3,1,5258,2,4,1,2629.0,3.3333333333333335,1.3313046785850133
41,1,2,4,3,2,1,2,2,9355,1,3,8,1039.4444444444443,2.0,0.427578834847675
50,0,1,10,3,5,4,4,2,10496,6,3,4,2099.2,3.6666666666666665,0.9527439024390244
40,1,2,22,2,2,3,3,1,6380,2,3,6,911.4285714285714,3.0,3.4482758620689657
31,0,1,9,4,1,3,2,2,2657,0,3,2,885.6666666666666,2.6666666666666665,3.387278885961611
21,1,2,12,3,1,3,2,2,2716,1,3,1,1358.0,2.6666666666666665,4.4182621502209125
29,0,1,23,3,1,4,4,2,2201,9,3,3,550.25,3.6666666666666665,10.449795547478418
35,0,1,9,4,1,3,2,2,6540,9,3,1,3270.0,2.6666666666666665,1.3761467889908257
27,0,1,1,2,3,4,2,0,3816,1,3,5,636.0,3.0,0.2620545073375262
28,0,2,9,4,1,2,4,2,5253,1,3,7,656.625,3.0,1.7133066818960594
49,0,1,7,3,4,2,3,2,10965,8,3,5,1827.5,2.6666666666666665,0.6383948928408573
51,0,2,14,2,1,3,4,1,4936,4,2,7,617.0,3.0,2.8363047001620747
36,0,1,2,3,1,4,3,1,2543,4,3,2,847.6666666666666,3.3333333333333335,0.7864726700747149
34,1,2,19,3,2,1,4,2,5304,8,2,5,884.0,2.3333333333333335,3.582202111613876
55,0,1,2,3,1,3,4,2,16659,2,3,5,2776.5,3.3333333333333335,0.1200552254036857
24,0,2,10,4,2,4,3,0,4260,1,4,5,710.0,3.6666666666666665,2.347417840375587
30,0,2,2,1,5,3,2,1,2476,1,3,1,1238.0,2.6666666666666665,0.8077544426494346
26,1,1,3,1,5,3,1,2,3102,0,3,6,443.14285714285717,2.3333333333333335,0.9671179883945842
22,0,1,11,3,3,1,2,1,2244,1,3,2,748.0,2.0,4.901960784313725
36,0,2,2,2,3,2,3,1,7596,1,3,10,690.5454545454545,2.6666666666666665,0.2632964718272775
30,1,1,4,3,5,3,4,2,2285,9,3,1,1142.5,3.3333333333333335,1.75054704595186
37,0,1,14,3,1,4,1,0,3034,1,2,18,159.68421052631578,2.3333333333333335,4.614370468029005
40,0,2,2,2,2,4,2,0,5715,7,3,5,952.5,3.0,0.3499562554680665
42,0,1,1,4,1,2,1,0,2576,3,3,5,429.3333333333333,2.0,0.38819875776397517
37,0,1,10,4,1,3,2,2,4197,2,2,1,2098.5,2.3333333333333335,2.382654276864427
43,0,1,12,3,1,1,2,0,14336,1,3,25,551.3846153846154,2.0,0.8370535714285714
40,0,1,2,3,3,2,3,1,3448,6,3,1,1724.0,2.6666666666666665,0.580046403712297
54,0,1,5,2,3,1,1,1,19406,4,2,4,3881.2,1.3333333333333333,0.2576522724930434
34,0,2,4,4,2,3,3,1,6538,9,3,3,1634.5,3.0,0.6118078923218109
31,0,1,7,2,3,2,1,1,4306,1,1,13,307.57142857142856,1.3333333333333333,1.625638643752903
43,0,1,21,3,3,4,4,1,2258,7,3,3,564.5,3.6666666666666665,9.300265721877768
43,0,1,8,4,4,3,3,0,4522,4,3,5,753.6666666666666,3.0,1.7691287041132242
25,0,2,4,2,1,2,4,2,4487,1,3,5,747.8333333333334,3.0,0.8914642299977713
37,0,1,25,5,3,2,3,1,4449,3,3,13,317.7857142857143,2.6666666666666665,5.619240278714318
31,0,1,1,2,1,4,1,1,2218,1,3,4,443.6,2.6666666666666665,0.4508566275924256
39,0,1,1,1,1,2,3,0,19197,1,3,21,872.5909090909091,2.6666666666666665,0.05209147262593114
56,0,2,6,3,1,3,1,1,13212,9,2,7,1651.5,2.0,0.45413260672116257
30,0,2,12,3,5,2,3,2,6577,0,3,5,1096.1666666666667,2.6666666666666665,1.8245400638589022
41,0,2,1,3,2,2,1,1,8392,1,3,10,762.9090909090909,2.0,0.11916110581506197
28,0,1,17,2,3,3,1,0,4558,1,3,10,414.3636363636364,2.3333333333333335,3.7297060114085125
25,1,1,3,3,3,1,1,1,4031,5,3,2,1343.6666666666667,1.6666666666666667,0.7442322004465394
52,0,1,3,3,3,4,3,1,7969,2,3,5,1328.1666666666667,3.3333333333333335,0.37645877776383485
45,0,1,10,2,1,1,4,1,2654,3,2,2,884.6666666666666,2.3333333333333335,3.7678975131876413
52,0,1,4,2,1,4,4,1,16555,2,1,5,2759.1666666666665,3.0,0.24161884627000907
42,0,1,29,2,1,1,3,0,4556,2,3,5,759.3333333333334,2.3333333333333335,6.36523266022827
30,0,1,2,3,1,3,4,2,6091,2,3,5,1015.1666666666666,3.3333333333333335,0.3283533081595797
60,0,1,7,3,1,1,1,1,19566,5,1,29,652.2,1.0,0.35776346723908825
46,0,1,18,3,3,3,3,0,4810,2,2,10,437.27272727272725,2.6666666666666665,3.7422037422037424
42,0,1,28,4,5,4,4,1,4523,0,4,6,646.1428571428571,4.0,6.1905814724740225
24,1,2,1,1,5,1,2,2,3202,1,3,5,533.6666666666666,2.0,0.3123048094940662
34,1,2,6,2,2,4,3,0,2351,0,2,2,783.6666666666666,3.0,2.552105487026797
38,0,1,2,2,1,4,4,1,1702,1,3,1,851.0,3.6666666666666665,1.1750881316098707
40,0,2,2,4,1,3,3,1,18041,0,3,20,859.0952380952381,3.0,0.11085859985588382
26,0,1,23,3,1,1,4,0,2886,1,1,3,721.5,2.0,7.969507969507969
30,0,1,3,3,1,3,4,1,2097,4,1,5,349.5,2.6666666666666665,1.4306151645207439
29,0,1,3,4,3,2,3,1,11935,1,3,10,1085.0,2.6666666666666665,0.25136154168412234
29,1,1,25,5,5,3,2,1,2546,5,4,2,848.6666666666666,3.0,9.819324430479183
19,1,0,2,2,5,1,4,2,2564,1,4,1,1282.0,3.0,0.7800312012480499
30,0,2,22,4,4,3,1,1,8412,0,3,9,841.2,2.3333333333333335,2.6153114598193055
57,0,2,29,3,2,1,4,0,14118,3,2,1,7059.0,2.3333333333333335,2.054115313783822
50,0,1,29,4,1,2,3,1,17046,0,3,27,608.7857142857143,2.6666666666666665,1.7012788924087763
30,0,1,2,3,3,3,4,2,2564,0,2,11,213.66666666666666,3.0,0.7800312012480499
60,0,2,28,3,2,3,1,1,10266,4,4,18,540.3157894736842,2.6666666666666665,2.7274498344048315
47,0,1,2,2,3,1,4,0,5070,5,3,5,845.0,2.6666666666666665,0.3944773175542406
46,0,1,2,3,1,1,3,1,17861,6,1,3,4465.25,1.6666666666666667,0.11197581322434354
35,0,1,22,3,1,4,3,2,4230,0,3,5,705.0,3.3333333333333335,5.200945626477541
54,0,1,8,4,1,3,3,2,3780,7,3,1,1890.0,3.0,2.1164021164021167
34,0,1,2,4,1,4,3,0,2768,3,3,7,346.0,3.3333333333333335,0.7225433526011561
46,0,2,10,3,2,3,4,1,9071,2,3,3,2267.75,3.3333333333333335,1.1024142872891634
31,0,1,9,1,1,3,2,0,10648,1,4,13,760.5714285714286,3.0,0.845229151014275
33,1,1,15,1,3,2,3,1,13610,7,4,7,1701.25,3.0,1.1021307861866276
33,1,1,10,1,3,1,4,0,3408,7,3,4,681.6,2.6666666666666665,2.9342723004694835
30,0,2,7,1,2,4,2,2,2983,0,3,3,745.75,3.0,2.3466309084813943
35,0,1,16,3,1,4,3,1,7632,4,3,8,848.0,3.3333333333333335,2.0964360587002098
31,1,1,20,3,1,1,3,1,9824,3,3,1,4912.0,2.3333333333333335,2.035830618892508
34,1,0,23,3,0,2,1,0,9950,9,3,3,2487.5,2.0,2.311557788944724
42,0,1,5,2,4,2,3,1,2093,4,3,2,697.6666666666666,2.6666666666666665,2.388915432393693
36,0,2,10,4,3,2,4,2,9980,1,2,10,907.2727272727273,2.6666666666666665,1.002004008016032
22,1,1,4,1,5,3,3,2,3894,5,3,2,1298.0,3.0,1.027221366204417
48,0,2,2,5,2,2,4,1,4051,2,3,9,405.1,3.0,0.4937052579609973
55,0,2,18,5,1,1,2,2,16835,3,3,10,1530.4545454545455,2.0,1.0692010692010692
41,0,2,10,2,1,4,4,2,6230,7,3,14,415.3333333333333,3.6666666666666665,1.6051364365971106
35,0,2,1,3,2,2,3,1,4717,9,3,11,393.0833333333333,2.6666666666666665,0.211999152003392
40,0,1,6,3,1,2,3,2,13237,7,3,20,630.3333333333334,2.6666666666666665,0.4532749112336632
39,0,1,8,1,1,3,3,1,3755,1,3,8,417.22222222222223,3.0,2.130492676431425
31,0,2,2,1,1,2,4,2,6582,4,4,6,940.2857142857143,3.3333333333333335,0.3038590094196293
42,0,1,24,3,3,4,1,1,7406,1,2,10,673.2727272727273,2.3333333333333335,3.2406157169862273
45,0,2,2,3,4,4,2,1,4805,0,4,8,533.8888888888889,3.3333333333333335,0.41623309053069724
26,1,0,17,4,1,2,3,0,2741,0,2,7,342.625,2.3333333333333335,6.2021160160525355
29,0,1,19,3,5,4,4,0,4262,4,4,3,1065.5,4.0,4.458000938526514
33,0,1,1,5,3,1,3,0,16184,4,3,6,2312.0,2.3333333333333335,0.061789421651013345
31,0,2,7,3,1,3,4,0,11557,9,2,5,1926.1666666666667,3.0,0.6056935190793459
18,1,2,5,3,2,2,2,2,1878,1,3,0,1878.0,2.3333333333333335,2.6624068157614484
40,0,2,28,3,4,3,1,0,10932,3,3,1,5466.0,2.3333333333333335,2.561287961946579
41,0,1,2,4,4,1,3,2,6811,2,3,8,756.7777777777778,2.3333333333333335,0.29364263691087944
26,0,2,29,2,3,1,3,0,4306,5,3,0,4306.0,2.3333333333333335,6.734788666976312
35,0,2,1,3,3,1,3,2,4859,1,3,5,809.8333333333334,2.3333333333333335,0.20580366330520683
34,0,2,21,4,1,4,4,2,5337,1,3,10,485.1818181818182,3.6666666666666665,3.9347948285553684
26,1,1,24,3,5,3,4,2,2340,1,1,1,1170.0,2.6666666666666665,10.256410256410257
37,0,1,1,3,5,2,4,2,7491,4,4,6,1070.142857142857,3.3333333333333335,0.13349352556401015
46,0,1,18,1,3,1,3,1,10527,5,2,2,3509.0,2.0,1.7098888572242805
41,0,2,2,5,1,2,1,1,16595,7,3,18,873.421052631579,2.0,0.12051822838204279
37,0,2,9,4,3,1,2,0,8834,1,3,9,883.4,2.0,1.0187910346388953
52,0,1,6,2,5,4,1,0,5577,3,3,10,507.0,2.6666666666666665,1.0758472296933836
32,1,2,11,4,4,4,3,1,4707,8,3,4,941.4,3.3333333333333335,2.3369449755683025
24,0,2,24,3,3,4,4,1,2400,0,3,2,800.0,3.6666666666666665,10.0
38,0,1,10,3,3,3,3,1,9824,3,3,1,4912.0,3.0,1.017915309446254
37,0,1,1,4,1,2,2,1,6447,6,2,6,921.0,2.0,0.15511090429657204
49,0,1,18,4,1,4,3,0,19502,1,3,31,609.4375,3.3333333333333335,0.9229822582299252
24,0,1,23,3,3,2,4,1,2725,1,3,6,389.2857142857143,3.0,8.440366972477063
26,0,2,28,2,2,1,2,1,6272,1,4,5,1045.3333333333333,2.3333333333333335,4.464285714285714
24,0,1,17,2,4,4,2,1,2127,1,3,1,1063.5,3.0,7.992477668077105
50,0,0,3,3,3,1,2,1,18200,1,3,32,551.5151515151515,2.0,0.16483516483516483
25,0,2,13,1,3,2,3,1,2096,1,3,7,262.0,2.6666666666666665,6.202290076335878
24,1,1,7,3,1,1,3,1,2886,1,3,6,412.2857142857143,2.3333333333333335,2.4255024255024256
30,1,2,12,4,1,2,1,1,2033,1,4,1,1016.5,2.3333333333333335,5.902606984751599
34,0,1,1,2,1,2,4,1,3622,1,3,6,517.4285714285714,3.0,0.27609055770292656
31,1,2,13,4,3,2,1,0,4233,2,1,3,1058.25,1.3333333333333333,3.071107961256792
35,0,1,25,2,4,1,4,2,3681,4,3,3,920.25,2.6666666666666665,6.791632708503124
31,0,2,6,4,3,1,4,0,5460,4,4,7,682.5,3.0,1.098901098901099
27,0,1,6,4,3,1,3,0,2187,0,2,5,364.5,2.0,2.7434842249657065
37,0,2,2,3,2,4,3,1,9602,4,2,3,2400.5,3.0,0.20828993959591752
20,0,1,1,3,1,4,2,2,2836,1,4,1,1418.0,3.3333333333333335,0.3526093088857546
42,0,1,2,4,1,3,4,1,4089,1,3,10,371.72727272727275,3.3333333333333335,0.4891171435558816
43,0,1,6,4,4,2,4,0,16627,4,2,1,8313.5,2.6666666666666665,0.3608588440488363
38,0,1,1,1,1,3,1,2,2619,3,2,0,2619.0,2.0,0.3818251240931653
43,0,1,9,5,3,4,3,0,5679,3,3,8,631.0,3.3333333333333335,1.5847860538827259
48,0,1,1,4,1,4,1,1,15402,7,1,3,3850.5,2.0,0.06492663290481757
44,0,0,1,4,1,1,3,2,5985,4,4,2,1995.0,2.6666666666666665,0.1670843776106934
34,0,2,14,3,5,3,3,0,2579,1,3,8,286.55555555555554,3.0,5.428460643660333
27,1,2,2,1,2,3,1,0,3041,0,3,4,608.2,2.3333333333333335,0.6576783952647156
21,0,2,22,1,5,3,3,2,3447,1,3,3,861.75,3.0,6.382361473745286
44,0,1,3,4,4,4,4,1,19513,4,4,2,6504.333333333333,4.0,0.15374365807410442
22,0,1,6,1,3,1,3,1,2773,0,3,2,924.3333333333334,2.3333333333333335,2.1637216011539846
33,0,2,8,4,2,3,3,0,7104,0,3,5,1184.0,3.0,1.1261261261261262
32,0,1,9,4,1,1,4,1,6322,1,2,6,903.1428571428571,2.3333333333333335,1.4236001265422336
30,0,1,3,3,3,3,3,0,2083,1,3,1,1041.5,3.0,1.440230436869899
53,0,2,1,1,3,4,1,2,8381,7,4,14,558.7333333333333,3.0,0.11931750387781888
34,0,1,1,5,1,2,4,1,2691,1,2,10,244.63636363636363,2.6666666666666665,0.3716090672612412
45,1,2,26,4,1,1,1,1,4286,2,3,1,2143.0,1.6666666666666667,6.066262249183389
26,0,1,6,3,1,3,4,1,2659,1,3,3,664.75,3.3333333333333335,2.2564874012786764
37,0,1,3,3,4,3,3,1,9434,1,3,10,857.6363636363636,3.0,0.317998728005088
29,0,2,3,2,3,2,3,1,5561,1,2,6,794.4285714285714,2.3333333333333335,0.5394713181082539
35,0,1,6,4,1,2,4,2,6646,1,3,17,369.22222222222223,3.0,0.9027986758952754
33,0,1,6,3,1,3,4,0,7725,3,1,13,551.7857142857143,2.6666666666666665,0.7766990291262136
54,0,0,19,4,3,3,2,1,10725,2,4,9,1072.5,3.0,1.7715617715617715
36,0,1,9,2,3,2,2,0,8847,2,3,3,2211.75,2.3333333333333335,1.017293997965412
27,0,1,3,4,3,1,4,2,2045,0,3,4,409.0,2.6666666666666665,1.466992665036675
20,1,1,10,1,3,4,3,2,1009,1,3,1,504.5,3.3333333333333335,9.910802775024777
33,1,1,3,3,1,1,1,2,3348,1,3,10,304.3636363636364,1.6666666666666667,0.8960573476702509
35,0,1,3,3,1,3,3,1,1281,1,3,1,640.5,3.0,2.34192037470726
23,0,1,4,3,3,1,1,1,2819,2,4,3,704.75,2.0,1.4189428875487762
25,0,2,8,3,1,4,2,1,4851,0,3,3,1212.75,3.0,1.6491445062873635
38,0,2,7,4,2,4,4,2,4028,0,3,7,503.5,3.6666666666666665,1.7378351539225423
29,0,1,1,4,1,2,4,0,2720,1,3,10,247.27272727272728,3.0,0.3676470588235294
48,0,2,2,1,2,2,2,1,8120,3,3,2,2706.6666666666665,2.3333333333333335,0.24630541871921185
27,0,2,3,1,3,4,4,0,4647,1,3,6,663.8571428571429,3.6666666666666665,0.6455777921239509
37,0,1,10,2,1,4,4,2,4680,3,3,1,2340.0,3.6666666666666665,2.1367521367521367
50,0,1,28,1,3,4,3,1,3221,1,3,20,153.38095238095238,3.3333333333333335,8.692952499223843
34,0,1,9,3,3,4,2,2,8621,1,4,8,957.8888888888889,3.3333333333333335,1.0439624173529753
24,1,2,3,2,1,1,3,2,4577,9,3,2,1525.6666666666667,2.3333333333333335,0.6554511688879179
39,0,1,2,4,5,4,3,2,4553,1,3,20,216.8095238095238,3.3333333333333335,0.4392708104546453
32,0,2,10,3,2,4,4,2,5396,1,2,10,490.54545454545456,3.3333333333333335,1.8532246108228319
50,1,2,8,2,5,2,3,1,6796,3,3,4,1359.2,2.6666666666666665,1.1771630370806356
38,0,1,1,4,1,2,4,2,7625,0,2,9,762.5,2.6666666666666665,0.13114754098360656
27,0,1,1,2,1,3,1,1,7412,1,3,9,741.2,2.3333333333333335,0.13491635186184567
32,0,1,3,2,1,3,4,2,11159,3,3,7,1394.875,3.3333333333333335,0.26884129402276186
47,0,2,14,4,2,4,1,2,4960,2,3,7,620.0,2.6666666666666665,2.8225806451612905
40,0,2,5,4,1,4,1,1,10475,5,3,18,551.3157894736842,2.6666666666666665,0.47732696897374705
53,0,1,7,3,1,3,3,1,14814,3,3,5,2469.0,3.0,0.4725259889293911
41,0,0,10,4,0,2,4,0,19141,3,2,21,870.0454545454545,2.6666666666666665,0.5224387440572593
60,0,2,16,4,2,1,1,2,5405,8,3,2,1801.6666666666667,1.6666666666666667,2.9602220166512487
27,0,1,10,2,1,4,1,0,8793,1,2,9,879.3,2.3333333333333335,1.1372682815876267
41,0,0,1,3,0,4,3,1,19189,1,3,22,834.304347826087,3.3333333333333335,0.052113189848350616
50,0,2,8,4,2,4,2,1,3875,7,3,2,1291.6666666666667,3.0,2.064516129032258
28,1,1,1,2,1,1,2,2,2216,7,3,7,277.0,2.0,0.45126353790613716
36,0,1,8,3,1,1,1,1,11713,9,3,8,1301.4444444444443,1.6666666666666667,0.6830017928797063
38,0,1,1,3,1,3,3,2,7861,4,4,1,3930.5,3.3333333333333335,0.12721027859051012
44,0,1,24,3,3,1,3,2,3708,2,3,5,618.0,2.3333333333333335,6.472491909385113
47,0,2,3,3,3,4,3,0,13770,9,2,22,598.695652173913,3.0,0.2178649237472767
30,0,2,27,5,2,3,4,0,5304,7,2,8,589.3333333333334,3.0,5.090497737556561
29,0,2,10,3,1,3,3,2,2642,1,3,1,1321.0,3.0,3.785011355034065
42,1,1,19,3,3,3,3,0,2759,6,3,2,919.6666666666666,3.0,6.886553098948895
43,0,2,15,3,1,4,4,1,6804,3,3,2,2268.0,3.6666666666666665,2.204585537918871
34,0,1,8,2,3,2,3,2,6142,3,3,5,1023.6666666666666,2.6666666666666665,1.3025073266037122
23,0,1,9,1,3,2,1,1,2500,1,4,4,500.0,2.3333333333333335,3.6
39,0,0,3,3,0,3,2,1,6389,9,1,8,709.8888888888889,2.0,0.4695570511817186
56,0,1,9,3,3,3,4,1,11103,7,2,10,1009.3636363636364,3.0,0.810591731964334
40,0,1,2,1,3,4,4,2,2342,0,2,4,468.4,3.3333333333333335,0.8539709649871904
27,0,1,7,3,3,4,1,2,6811,8,1,7,851.375,2.0,1.027749229188078
29,0,2,10,3,2,4,2,0,2297,1,3,2,765.6666666666666,3.0,4.3535045711797995
53,0,1,6,3,1,4,4,2,2450,2,3,2,816.6666666666666,3.6666666666666665,2.4489795918367343
35,0,1,2,4,1,4,1,0,5093,2,4,1,2546.5,3.0,0.392695857058708
32,0,1,24,4,1,1,4,1,5309,1,3,10,482.6363636363636,2.6666666666666665,4.520625353173855
38,0,1,2,5,3,4,3,1,3057,6,1,1,1528.5,2.6666666666666665,0.6542361792607131
34,0,1,8,5,1,2,1,0,5121,3,3,0,5121.0,2.0,1.5621948838117554
52,0,2,3,4,2,3,1,1,16856,1,4,34,481.6,2.6666666666666665,0.17797816801139058
